reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
1085,6,1301,"[0, 0]",1241,4.0,7704,1359072000,2013-01-25
149,6,644,"[0, 0]",8324,5.0,7421,1373846400,2013-07-15
1001,6,1313,"[0, 0]",7605,5.0,8576,1377734400,2013-08-29
165,6,678,"[0, 0]",1576,5.0,3757,1359936000,2013-02-04
741,6,678,"[0, 0]",30,3.0,6364,1329004800,2012-02-12
672,6,698,"[0, 0]",8314,5.0,3758,1389830400,2014-01-16
830,6,732,"[0, 0]",1577,4.0,6194,1358726400,2013-01-21
688,6,743,"[0, 1]",5307,3.0,7911,1393372800,2014-02-26
1125,6,770,"[0, 0]",3361,5.0,2603,1380844800,2013-10-04
1303,6,715,"[2, 2]",6084,3.0,2468,1371168000,2013-06-14
1281,6,710,"[6, 6]",1134,4.0,1926,1334620800,2012-04-17
103,6,820,"[0, 0]",1579,5.0,1703,1404950400,2014-07-10
285,6,1339,"[0, 0]",6104,4.0,5448,1403913600,2014-06-28
1043,6,1341,"[0, 0]",1506,5.0,8835,1379894400,2013-09-23
1384,6,845,"[0, 0]",1145,5.0,7561,1357603200,2013-01-08
61,6,897,"[0, 0]",7643,5.0,2601,1320192000,2011-11-02
109,6,898,"[0, 0]",4251,5.0,7255,1383868800,2013-11-08
876,6,914,"[0, 0]",7105,5.0,2386,1369180800,2013-05-22
1007,6,900,"[0, 0]",10187,5.0,8831,1402876800,2014-06-16
797,6,946,"[0, 0]",8902,5.0,2977,1346976000,2012-09-07
1273,6,912,"[0, 0]",2774,5.0,2384,1381363200,2013-10-10
99,6,994,"[4, 4]",4647,4.0,7202,1295568000,2011-01-21
1068,6,1367,"[0, 0]",4423,1.0,1217,1394755200,2014-03-14
472,6,1121,"[0, 0]",9388,5.0,7567,1328313600,2012-02-04
85,6,1132,"[0, 0]",1211,5.0,2487,1386633600,2013-12-10
82,6,1163,"[0, 0]",3483,5.0,8318,1360886400,2013-02-15
1335,7,123,"[0, 0]",5168,3.0,1384,1395792000,2014-03-26
709,7,211,"[0, 0]",10009,5.0,8139,1372550400,2013-06-30
391,7,493,"[3, 3]",559,5.0,1457,1323129600,2011-12-06
987,7,665,"[3, 3]",5495,5.0,7601,1335312000,2012-04-25
1217,7,988,"[0, 0]",5015,4.0,2464,1396828800,2014-04-07
328,7,995,"[0, 0]",1991,2.0,4670,1379289600,2013-09-16
1405,7,1368,"[0, 0]",9121,5.0,5918,1369526400,2013-05-26
192,8,530,"[0, 0]",6851,5.0,5803,1371686400,2013-06-20
599,8,787,"[0, 0]",1034,5.0,6293,1372118400,2013-06-25
634,8,940,"[0, 0]",4028,5.0,2336,1400716800,2014-05-22
776,8,958,"[12, 12]",7597,4.0,4461,1275134400,2008-12-15
689,8,1130,"[0, 0]",9125,4.0,2411,1356825600,2012-12-30
1072,9,36,"[0, 0]",1529,4.0,4919,1387929600,2013-12-25
622,9,122,"[0, 0]",1448,5.0,5638,1358035200,2013-01-13
240,9,179,"[0, 0]",288,5.0,2138,1384128000,2013-11-11
703,9,286,"[0, 0]",9251,5.0,1725,1392595200,2014-02-17
369,9,299,"[0, 0]",7202,5.0,6843,1373500800,2013-07-11
368,9,439,"[0, 0]",6069,5.0,3902,1318723200,2011-10-16
741,9,678,"[0, 0]",3883,5.0,6325,1329004800,2012-02-12
963,9,736,"[0, 0]",3992,5.0,2560,1297728000,2011-02-15
615,9,810,"[0, 0]",9278,5.0,4355,1381190400,2013-10-08
164,10,230,"[1, 1]",3557,5.0,7102,1395792000,2014-03-26
789,10,266,"[0, 0]",9960,5.0,8570,1359158400,2013-01-26
1069,10,348,"[0, 0]",1807,5.0,6310,1329350400,2012-02-16
708,10,537,"[0, 0]",2202,5.0,6683,1368230400,2013-05-11
909,10,543,"[0, 0]",8309,4.0,362,1346630400,2012-09-03
1360,10,579,"[2, 2]",5362,5.0,4162,1384300800,2013-11-13
246,10,609,"[0, 0]",599,5.0,7637,1357257600,2013-01-04
162,11,27,"[0, 0]",6181,5.0,4057,1327881600,2012-01-30
1095,11,39,"[0, 0]",7572,4.0,2235,1375747200,2013-08-06
1348,11,79,"[1, 1]",7317,4.0,1417,1369440000,2013-05-25
517,11,20,"[0, 0]",4975,5.0,3286,1360454400,2013-02-10
1025,11,201,"[0, 0]",528,5.0,2803,1394928000,2014-03-16
402,11,205,"[0, 0]",1228,5.0,7641,1359504000,2013-01-30
435,11,275,"[0, 0]",7141,5.0,2384,1392768000,2014-02-19
1020,11,387,"[0, 0]",9409,4.0,7679,1355875200,2012-12-19
1248,11,418,"[0, 0]",9648,5.0,8168,1403913600,2014-06-28
1018,11,1266,"[3, 3]",7148,5.0,2240,1296172800,2011-01-28
396,11,1286,"[0, 0]",10042,4.0,8390,1399334400,2014-05-06
242,11,570,"[0, 0]",8010,5.0,4351,1392854400,2014-02-20
580,11,721,"[4, 4]",8210,5.0,1299,1289606400,2010-11-13
1200,11,776,"[0, 0]",3959,5.0,5924,1374192000,2013-07-19
1078,11,880,"[0, 0]",6309,5.0,5184,1336262400,2012-05-06
748,11,1033,"[0, 0]",1580,5.0,8195,1398643200,2014-04-28
1217,11,988,"[0, 0]",7288,5.0,5737,1403568000,2014-06-24
939,12,67,"[0, 0]",1790,4.0,5124,1392076800,2014-02-11
1150,12,255,"[4, 4]",4013,5.0,7149,1326240000,2012-01-11
1334,12,536,"[0, 0]",3663,5.0,5195,1375228800,2013-07-31
926,12,1295,"[0, 0]",7763,5.0,234,1393545600,2014-02-28
816,12,491,"[0, 0]",369,4.0,4145,1363737600,2013-03-20
230,12,658,"[0, 0]",7693,4.0,2207,1363651200,2013-03-19
1204,12,860,"[0, 2]",2390,2.0,5326,1388361600,2013-12-30
75,12,948,"[0, 0]",5436,5.0,4264,1397606400,2014-04-16
1279,12,1156,"[0, 0]",1133,5.0,1014,1383436800,2013-11-03
1265,12,1393,"[0, 0]",5467,5.0,7605,1383004800,2013-10-29
939,13,67,"[0, 0]",1929,4.0,5134,1392076800,2014-02-11
985,13,72,"[1, 1]",345,5.0,2991,1354320000,2012-12-01
453,13,1252,"[0, 0]",4082,5.0,1453,1369094400,2013-05-21
425,13,1256,"[0, 0]",4896,4.0,3042,1370649600,2013-06-08
320,13,469,"[0, 0]",7989,5.0,5155,1362355200,2013-03-04
634,13,940,"[0, 0]",7557,5.0,2913,1396310400,2014-04-01
541,14,103,"[2, 2]",8780,5.0,6941,1383264000,2013-11-01
226,14,184,"[1, 1]",8679,5.0,4630,1349308800,2012-10-04
932,14,183,"[1, 1]",2068,5.0,7718,1366848000,2013-04-25
687,14,197,"[0, 2]",423,3.0,6755,1381190400,2013-10-08
514,14,199,"[1, 1]",454,5.0,72,1390867200,2014-01-28
479,14,213,"[1, 1]",2236,5.0,4233,1396483200,2014-04-03
218,14,296,"[0, 0]",4223,4.0,7110,1399593600,2014-05-09
897,14,539,"[0, 0]",8651,5.0,4363,1396569600,2014-04-04
1294,14,656,"[1, 1]",949,5.0,6007,1389139200,2014-01-08
1408,14,764,"[0, 0]",9218,5.0,6947,1371340800,2013-06-16
98,14,1350,"[0, 0]",4692,3.0,8392,1402358400,2014-06-10
1273,14,912,"[0, 0]",4113,5.0,7692,1306454400,2011-05-27
1268,14,1004,"[0, 0]",8918,5.0,2655,1381363200,2013-10-10
641,14,1115,"[0, 0]",6910,5.0,1124,1374278400,2013-07-20
225,15,295,"[0, 0]",1108,5.0,2688,1392595200,2014-02-17
620,15,413,"[1, 1]",9807,5.0,8152,1326240000,2012-01-11
30,15,512,"[0, 0]",6886,4.0,7199,1395100800,2014-03-18
275,15,557,"[0, 0]",9075,5.0,1707,1393718400,2014-03-02
1115,15,1016,"[4, 4]",321,4.0,2429,1275134400,2009-06-07
374,15,1038,"[1, 1]",9077,4.0,4957,1325203200,2011-12-30
939,16,67,"[0, 1]",1971,4.0,2695,1392076800,2014-02-11
166,16,164,"[0, 0]",4904,4.0,1003,1331424000,2012-03-11
394,16,397,"[0, 0]",7068,5.0,3073,1325894400,2012-01-07
11,16,435,"[1, 1]",1972,4.0,1075,1330992000,2012-03-06
778,16,1303,"[0, 0]",4722,4.0,1866,1356566400,2012-12-27
747,16,864,"[0, 0]",7239,3.0,6863,1356480000,2012-12-26
134,17,196,"[4, 4]",6693,4.0,6871,1356048000,2012-12-21
568,17,239,"[0, 0]",2606,4.0,2468,1404345600,2014-07-03
513,17,330,"[0, 0]",3378,5.0,2587,1353369600,2012-11-20
211,17,441,"[0, 0]",4035,5.0,2865,1396396800,2014-04-02
595,17,884,"[0, 0]",48,4.0,978,1386374400,2013-12-07
1062,18,55,"[2, 2]",6466,4.0,2278,1302307200,2011-04-09
593,18,75,"[0, 0]",5202,4.0,7083,1401062400,2014-05-26
1087,18,294,"[1, 1]",8407,5.0,7164,1288051200,2010-10-26
947,18,442,"[2, 2]",5487,5.0,3400,1297900800,2011-02-17
778,18,1303,"[1, 1]",2049,4.0,2271,1275134400,2009-09-02
1115,18,1016,"[7, 9]",3879,4.0,6049,1275134400,2009-06-26
87,18,1180,"[1, 1]",9679,5.0,8149,1387756800,2013-12-23
582,19,39,"[0, 0]",7963,5.0,1107,1342569600,2012-07-18
1127,19,1198,"[0, 0]",8250,5.0,6918,1380758400,2013-10-03
575,19,301,"[73, 76]",264,5.0,750,1275134400,2006-05-15
503,19,475,"[0, 0]",1205,5.0,783,1384387200,2013-11-14
235,19,601,"[15, 18]",6393,5.0,4040,1275134400,2006-02-26
811,19,610,"[0, 0]",4900,5.0,1108,1381708800,2013-10-14
816,19,491,"[0, 0]",7058,5.0,4216,1363737600,2013-03-20
741,19,678,"[0, 1]",4073,4.0,6701,1350604800,2012-10-19
776,19,958,"[9, 10]",662,4.0,5418,1275134400,2008-12-13
384,19,1064,"[0, 0]",4045,5.0,6732,1381276800,2013-10-09
753,19,1080,"[0, 0]",8395,4.0,8149,1365811200,2013-04-13
1399,20,11,"[0, 0]",2012,5.0,6874,1389312000,2014-01-10
1112,20,193,"[0, 0]",10038,5.0,6051,1374537600,2013-07-23
125,20,220,"[0, 0]",6838,5.0,4041,1387152000,2013-12-16
845,20,267,"[3, 4]",5194,4.0,2570,1327795200,2012-01-29
878,20,1241,"[2, 2]",1584,4.0,8663,1325808000,2012-01-06
575,20,301,"[246, 259]",6824,4.0,2476,1275134400,2006-05-16
84,20,379,"[0, 0]",9891,5.0,8773,1402358400,2014-06-10
108,20,457,"[0, 0]",1335,5.0,3001,1360022400,2013-02-05
80,20,533,"[1, 1]",4741,5.0,3359,1309910400,2011-07-06
1334,20,536,"[1, 1]",9930,5.0,8377,1379116800,2013-09-14
343,20,616,"[0, 0]",131,5.0,5841,1356393600,2012-12-25
741,20,678,"[0, 0]",8400,4.0,2338,1350604800,2012-10-19
1386,20,688,"[0, 0]",2152,4.0,2235,1396569600,2014-04-04
776,20,958,"[5, 5]",5075,4.0,6546,1275134400,2008-12-13
1115,20,1016,"[19, 21]",3314,5.0,112,1275134400,2009-06-16
558,20,1060,"[0, 0]",7027,4.0,4040,1379203200,2013-09-15
753,20,1080,"[0, 0]",6863,4.0,8149,1365811200,2013-04-13
1255,21,1193,"[1, 1]",8053,5.0,2694,1305072000,2011-05-11
155,21,131,"[0, 0]",737,5.0,2380,1303257600,2011-04-20
1271,21,165,"[0, 0]",4027,4.0,7610,1321574400,2011-11-18
845,21,267,"[0, 0]",6317,1.0,1263,1359244800,2013-01-27
435,21,275,"[0, 0]",7452,1.0,1217,1392768000,2014-02-19
218,21,296,"[0, 0]",6148,4.0,1422,1391904000,2014-02-09
368,21,439,"[4, 6]",891,5.0,6884,1275134400,2010-04-27
30,21,512,"[0, 0]",7847,5.0,7198,1395100800,2014-03-18
1341,21,583,"[0, 0]",6923,4.0,1930,1290211200,2010-11-20
890,21,595,"[0, 0]",1812,5.0,4094,1362009600,2013-02-28
987,21,665,"[0, 0]",8777,4.0,3354,1360281600,2013-02-08
208,21,841,"[6, 6]",5974,4.0,2379,1311811200,2011-07-28
26,21,905,"[1, 1]",5902,4.0,1296,1279497600,2010-07-19
494,21,899,"[0, 0]",10194,5.0,8589,1366502400,2013-04-21
1319,21,1031,"[0, 0]",3656,4.0,7716,1337558400,2012-05-21
879,21,1125,"[0, 0]",5566,5.0,4607,1362268800,2013-03-03
955,21,1129,"[0, 0]",6818,5.0,7785,1357948800,2013-01-12
896,21,1182,"[1, 2]",2890,5.0,6785,1325289600,2011-12-31
1255,22,1193,"[0, 0]",1292,5.0,2605,1334275200,2012-04-13
622,22,122,"[0, 0]",7493,5.0,6822,1358035200,2013-01-13
240,22,179,"[0, 0]",1256,4.0,2140,1383523200,2013-11-04
1347,22,189,"[0, 0]",925,5.0,4108,1383523200,2013-11-04
789,22,266,"[0, 0]",6463,5.0,7799,1382054400,2013-10-18
105,22,367,"[0, 1]",6240,5.0,881,1350864000,2012-10-22
275,22,557,"[0, 0]",3818,5.0,4956,1393718400,2014-03-02
811,22,610,"[0, 0]",797,5.0,815,1355788800,2012-12-18
1374,22,1396,"[0, 0]",1433,5.0,2739,1373241600,2013-07-08
615,22,810,"[0, 0]",6127,5.0,36,1402963200,2014-06-17
866,22,1337,"[0, 0]",7026,5.0,501,1403827200,2014-06-27
282,22,913,"[0, 0]",9113,5.0,2190,1364860800,2013-04-02
420,23,89,"[0, 0]",5675,5.0,4478,1391126400,2014-01-31
1131,23,592,"[1, 1]",9311,5.0,692,1358035200,2013-01-13
1230,23,1302,"[0, 0]",2796,5.0,968,1348099200,2012-09-20
424,23,692,"[1, 1]",9498,5.0,4781,1364083200,2013-03-24
206,23,1323,"[4, 4]",4436,5.0,857,1313107200,2011-08-12
74,23,814,"[3, 4]",9298,5.0,891,1275134400,2009-07-21
722,23,1075,"[0, 0]",6648,5.0,5953,1327449600,2012-01-25
112,24,1197,"[2, 2]",1618,5.0,839,1316563200,2011-09-21
514,24,199,"[2, 2]",5534,3.0,5250,1364515200,2013-03-29
1411,24,364,"[1, 1]",1554,4.0,2209,1350345600,2012-10-16
865,24,869,"[0, 0]",9246,5.0,6791,1324944000,2011-12-27
1111,24,991,"[3, 3]",1544,4.0,967,1275134400,2007-03-23
929,24,1372,"[0, 0]",9851,4.0,8659,1370563200,2013-06-07
55,25,1397,"[0, 0]",5187,5.0,2739,1364860800,2013-04-02
635,25,1397,"[0, 0]",5618,5.0,384,1356652800,2012-12-28
3,25,26,"[0, 0]",5795,5.0,3342,1383782400,2013-11-07
900,25,5,"[2, 2]",6982,4.0,4221,1275134400,2010-01-19
286,25,35,"[1, 1]",3076,5.0,5757,1354752000,2012-12-06
1410,25,60,"[2, 2]",6292,5.0,6744,1283472000,2010-09-03
429,25,1209,"[0, 0]",9558,4.0,8724,1402444800,2014-06-11
68,25,105,"[1, 1]",5573,4.0,8048,1325548800,2012-01-03
140,25,108,"[0, 0]",7556,5.0,4519,1396310400,2014-04-01
284,25,125,"[1, 1]",6254,5.0,2745,1312243200,2011-08-02
122,25,208,"[0, 0]",4782,5.0,6242,1388534400,2014-01-01
142,25,222,"[0, 0]",432,5.0,6776,1389657600,2014-01-14
204,25,271,"[0, 0]",9738,5.0,565,1404000000,2014-06-29
1424,25,332,"[0, 0]",2744,4.0,7704,1391731200,2014-02-07
486,25,389,"[3, 4]",4809,5.0,6581,1275134400,2008-12-19
557,25,450,"[0, 0]",5210,5.0,6868,1372032000,2013-06-24
697,25,531,"[0, 0]",811,5.0,8046,1403913600,2014-06-28
396,25,1286,"[0, 0]",7663,5.0,6880,1404691200,2014-07-07
1103,25,482,"[157, 161]",2235,4.0,5866,1275134400,2009-08-23
1219,25,620,"[0, 0]",848,5.0,2739,1399852800,2014-05-12
345,25,669,"[0, 0]",1320,4.0,628,1365206400,2013-04-06
52,25,683,"[1, 1]",4789,5.0,760,1315612800,2011-09-10
565,25,771,"[1, 1]",3875,5.0,5555,1371600000,2013-06-19
1160,25,1328,"[0, 0]",6834,2.0,4180,1379548800,2013-09-19
871,25,800,"[0, 0]",9228,3.0,239,1383436800,2013-11-03
128,25,829,"[4, 4]",3460,5.0,7655,1275134400,2010-05-25
1204,25,860,"[0, 0]",8652,5.0,4194,1375142400,2013-07-30
1319,25,1031,"[1, 1]",2177,5.0,461,1330473600,2012-02-29
422,26,1227,"[0, 0]",2287,4.0,2712,1287100800,2010-10-15
513,26,330,"[0, 0]",1791,5.0,37,1339372800,2012-06-11
1333,26,447,"[0, 0]",2929,5.0,2779,1277942400,2010-07-01
1203,26,434,"[0, 0]",5137,5.0,3047,1275134400,2009-08-09
712,26,526,"[0, 0]",5309,4.0,4855,1365206400,2013-04-06
525,26,599,"[0, 0]",1772,5.0,1838,1348185600,2012-09-21
72,26,494,"[0, 0]",5758,5.0,2584,1356912000,2012-12-31
445,26,1312,"[0, 0]",5581,5.0,1177,1294444800,2011-01-08
233,26,1316,"[0, 0]",7077,5.0,4417,1353369600,2012-11-20
560,26,803,"[0, 0]",1279,4.0,4416,1364428800,2013-03-28
323,26,806,"[0, 0]",1924,5.0,7565,1275134400,2009-06-06
1078,26,880,"[0, 0]",2811,4.0,6846,1310774400,2011-07-16
500,26,885,"[0, 0]",837,4.0,4416,1359244800,2013-01-27
71,26,939,"[0, 0]",6233,5.0,4040,1363132800,2013-03-13
927,26,1027,"[0, 1]",3985,5.0,3364,1337558400,2012-05-21
1167,26,993,"[0, 0]",6809,3.0,4315,1359763200,2013-02-02
855,26,1363,"[0, 0]",3729,4.0,7724,1335052800,2012-04-22
1011,26,1375,"[0, 0]",6892,5.0,1040,1348963200,2012-09-30
1073,26,1148,"[0, 0]",10225,5.0,8061,1341360000,2012-07-04
1241,26,1387,"[0, 0]",2205,5.0,647,1356220800,2012-12-23
87,26,1180,"[0, 0]",9754,5.0,8563,1355270400,2012-12-12
859,26,1183,"[0, 0]",7664,5.0,4921,1361664000,2013-02-24
29,27,12,"[2, 3]",7095,4.0,8513,1316822400,2011-09-24
613,27,188,"[0, 0]",7132,5.0,5310,1383955200,2013-11-09
1109,27,370,"[0, 0]",2657,5.0,6328,1375488000,2013-08-03
557,27,450,"[1, 1]",5666,4.0,3466,1372032000,2013-06-24
392,27,567,"[0, 0]",6567,5.0,6419,1392508800,2014-02-16
504,27,575,"[0, 0]",3817,5.0,4826,1354320000,2012-12-01
115,27,703,"[0, 1]",3402,5.0,8276,1309219200,2011-06-28
188,27,850,"[1, 2]",6874,5.0,5497,1320796800,2011-11-09
223,27,981,"[1, 1]",3254,5.0,690,1373673600,2013-07-13
894,27,1041,"[3, 4]",10055,5.0,813,1339200000,2012-06-09
1207,27,1150,"[5, 5]",1275,5.0,2702,1379980800,2013-09-24
68,28,105,"[1, 1]",8197,4.0,4798,1332374400,2012-03-22
988,28,572,"[0, 0]",7186,4.0,5395,1377993600,2013-09-01
775,28,576,"[1, 1]",1775,5.0,4581,1364169600,2013-03-25
1332,28,674,"[0, 0]",3832,5.0,7179,1326240000,2012-01-11
1303,28,715,"[0, 0]",878,5.0,6314,1379289600,2013-09-16
188,28,850,"[3, 3]",1475,5.0,5497,1320796800,2011-11-09
843,28,1349,"[0, 0]",10025,3.0,6052,1386460800,2013-12-08
1421,28,1094,"[0, 0]",3257,4.0,6318,1395878400,2014-03-27
397,29,51,"[9, 10]",2063,4.0,5044,1288828800,2010-11-04
269,29,143,"[0, 0]",3743,5.0,8717,1376870400,2013-08-19
1313,29,1219,"[0, 0]",3212,4.0,4568,1376870400,2013-08-19
1231,29,1232,"[1, 1]",9860,2.0,8524,1390608000,2014-01-25
1282,29,1258,"[0, 0]",753,3.0,5355,1365552000,2013-04-10
1074,29,1276,"[0, 0]",189,3.0,8409,1383091200,2013-10-30
370,29,668,"[0, 0]",927,5.0,7165,1362528000,2013-03-06
496,29,687,"[0, 0]",6423,5.0,151,1354492800,2012-12-03
1423,29,743,"[0, 0]",5328,5.0,3643,1355443200,2012-12-14
9,29,781,"[0, 0]",4524,4.0,1306,1362873600,2013-03-10
669,29,936,"[0, 0]",6009,4.0,4210,1346198400,2012-08-29
1404,29,922,"[0, 0]",4072,4.0,4095,1330473600,2012-02-29
1224,29,1369,"[0, 0]",2703,5.0,610,1308960000,2011-06-25
294,29,1166,"[0, 0]",8663,4.0,2294,1368748800,2013-05-17
303,29,1389,"[0, 0]",4296,5.0,7223,1371513600,2013-06-18
1353,29,1181,"[0, 0]",1854,4.0,8222,1339718400,2012-06-15
1300,30,93,"[2, 4]",4792,5.0,119,1339804800,2012-06-16
967,30,1231,"[0, 0]",9647,5.0,8412,1401753600,2014-06-03
658,30,163,"[0, 0]",1947,5.0,6886,1393977600,2014-03-05
377,30,510,"[0, 0]",7809,3.0,4838,1392854400,2014-02-20
913,30,1282,"[0, 0]",2680,5.0,1896,1388793600,2014-01-04
746,30,667,"[3, 4]",2496,4.0,2443,1358294400,2013-01-16
1222,30,720,"[1, 1]",1825,4.0,2008,1395273600,2014-03-20
290,30,830,"[2, 3]",2683,5.0,5851,1326931200,2012-01-19
1380,30,1046,"[1, 1]",9143,5.0,1631,1380931200,2013-10-05
572,30,1076,"[0, 0]",8214,5.0,6517,1389139200,2014-01-08
1297,30,1079,"[0, 0]",9050,5.0,8758,1376870400,2013-08-19
1364,31,172,"[0, 0]",1011,5.0,6651,1339113600,2012-06-08
880,31,270,"[0, 0]",5300,5.0,1628,1397088000,2014-04-10
227,31,273,"[0, 0]",6253,4.0,5017,1395360000,2014-03-21
65,31,308,"[2, 4]",1714,5.0,343,1390521600,2014-01-24
990,31,1279,"[3, 3]",10088,5.0,8429,1380931200,2013-10-05
953,31,546,"[3, 4]",863,5.0,7443,1370908800,2013-06-11
591,31,1283,"[65, 70]",4572,5.0,2329,1355011200,2012-12-09
433,31,560,"[1, 2]",1235,3.0,4932,1393286400,2014-02-25
631,31,1290,"[0, 0]",2459,3.0,38,1395532800,2014-03-23
997,31,624,"[18, 19]",4911,5.0,5026,1334793600,2012-04-19
510,31,1305,"[2, 3]",2403,3.0,5280,1379030400,2013-09-13
172,31,645,"[0, 0]",6225,5.0,2096,1393804800,2014-03-03
725,31,654,"[2, 2]",5715,5.0,370,1389398400,2014-01-11
863,31,1311,"[1, 1]",7742,5.0,6758,1383177600,2013-10-31
599,31,787,"[9, 10]",3666,5.0,2038,1334620800,2012-04-17
462,31,888,"[29, 30]",5578,5.0,6520,1275134400,2009-02-09
419,31,927,"[2, 2]",4510,5.0,82,1369958400,2013-05-31
969,31,1012,"[1, 2]",6682,2.0,6372,1393200000,2014-02-24
310,31,1043,"[1, 1]",3639,5.0,642,1378944000,2013-09-12
401,31,1365,"[7, 7]",2676,5.0,416,1317427200,2011-10-01
2,31,1096,"[1, 2]",9475,5.0,1630,1364256000,2013-03-26
83,31,1391,"[0, 0]",2450,5.0,4304,1387497600,2013-12-20
858,32,1230,"[0, 0]",85,4.0,7535,1379030400,2013-09-13
